CNO,SEX,AGGT,DIV,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
P0431/0502,F,9,II,,X,,,,,,,,X,X,C,,,D,X,B,,+,
P0431/0503,F,8,II,,X,,,,,,,,X,X,X,,,E,B,+,,B,
P0431/0504,F,9,II,,X,,,,,,,,X,X,C,,,E,X,B,,+,
P0431/0505,F,11,III,,X,,,,,,,,X,X,C,,,E,C,B,,X,
P0431/0506,M,13,III,,X,,,,,,,,D,X,D,,,E,X,C,,C,
P0431/0507,M,10,III,,X,,,,,,,,X,X,X,,,D,C,B,,B,
P0431/0508,M,-,ABS,,X,,,,,,,,X,X,X,,,X,X,X,,X,
P0431/0509,M,9,II,,X,,,,,,,,X,X,B,,,D,B,B,,X,
P0431/0510,M,10,III,,X,,,,,,,,X,X,X,,,D,C,B,,B,
P0431/0511,M,13,III,,X,,,,,,,,X,X,C,,,E,X,C,,D,
P0431/0512,M,13,III,,X,,,,,,,,X,X,D,,,E,X,C,,C,
P0432/0501,M,-,ABS,X,X,,X,X,,,X,,,X,X,,,X,X,X,X,X,
P0432/0502,M,-,IV,X,X,,X,X,,,X,,,X,D,,,F,X,D,X,C,
P0432/0503,M,-,IV,X,X,,X,X,,,X,,,X,F,,,F,X,E,X,C,
P0432/0504,M,-,IV,X,X,,B,X,,,X,,,X,C,,,F,X,X,X,C,
P0432/0505,M,-,IV,X,X,,X,X,,,X,,,X,E,,,F,X,D,X,C,
P0432/0506,M,-,ABS,X,X,,X,X,,,X,,,X,X,,,X,X,X,X,X,
P0432/0507,M,-,0,X,X,,X,X,,,X,,,X,E,,,F,X,F,X,D,
P0432/0508,M,-,ABS,X,X,,X,X,,,X,,,X,X,,,X,X,X,X,X,
P0432/0509,M,13,III,X,X,,X,X,,,X,,,X,X,,,X,E,C,X,B,
P0432/0510,M,-,IV,X,F,,X,X,,,X,,,D,X,,,F,B,X,X,X,
P0432/0511,M,-,IV,X,X,,B,X,,,X,,,X,B,,,F,X,X,C,C,
P0432/0512,M,-,IV,X,X,,X,X,,,X,,,X,C,,,X,X,X,X,B,
P0438/0502,F,10,III,,X,,,X,X,X,,,,X,C,,,D,X,B,X,B,X
P0438/0503,F,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0438/0504,F,11,III,,X,,,X,X,X,,,,X,C,,,E,X,C,C,B,X
P0438/0505,F,-,IV,,X,,,X,X,X,,,,X,E,,,F,X,D,X,D,X
P0438/0506,F,11,III,,X,,,X,X,X,,,,X,C,,,E,X,C,X,B,X
P0438/0507,F,9,II,,X,,,X,X,X,,,,X,B,,,D,X,B,X,B,X
P0438/0508,F,9,II,,X,,,X,X,X,,,,X,B,,,D,X,B,D,B,X
P0438/0509,M,-,0,,F,,,X,X,X,,,,E,X,,,F,E,X,X,X,X
P0438/0510,M,-,IV,,X,,,F,C,E,,,,X,X,,,E,X,X,X,X,F
P0438/0511,M,12,III,,X,,,X,X,X,,,,X,C,,,X,X,C,X,C,X
P0438/0512,M,-,0,,E,,,X,X,E,,,,X,X,,,F,X,X,X,X,E
P0438/0513,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0438/0515,M,-,0,,X,,,D,E,F,,,,X,X,,,F,X,X,X,X,F
P0438/0516,M,-,0,,X,,,X,X,X,,,,X,X,,,F,E,D,F,X,X
P0438/0517,M,-,0,,F,,,X,X,E,,,,X,X,,,F,X,X,E,X,F
P0438/0518,M,-,0,,X,,,X,D,E,,,,X,X,,,F,X,X,X,X,F
P0438/0519,M,-,IV,,X,,,X,C,D,,,,X,X,,,E,X,X,X,X,D
P0438/0520,M,-,0,,F,,,X,X,F,,,,X,X,,,F,X,X,X,X,F
P0438/0521,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,X,X,X
P0438/0522,M,-,IV,,X,,,F,C,C,,,,X,X,,,E,E,X,X,X,X
P0440/0501,F,-,IV,,X,,,,,,,,X,X,X,,,E,F,B,,C,
P0440/0502,F,-,IV,,X,,,,,,,,X,X,X,,,X,E,C,,C,
P0440/0503,F,-,ABS,,X,,,,,,,,X,X,X,,,X,X,X,,X,
P0440/0504,F,-,IV,,X,,,,,,,,X,X,X,,,F,E,D,,C,
P0440/0505,F,-,IV,,X,,,,,,,,X,X,E,,,X,X,D,,B,
P0440/0506,F,13,III,,X,,,,,,,,X,X,D,,,F,X,D,,B,
P0440/0507,F,-,IV,,X,,,,,,,,X,X,E,,,F,X,F,,C,
P0440/0509,M,-,0,,F,,,,,,,,X,E,X,,,X,E,X,,X,
P0440/0511,M,-,ABS,,X,,,,,,,,X,X,X,,,X,X,X,,X,
P0440/0512,M,12,III,,X,,,,,,,,B,X,C,,,E,X,C,,C,
P0440/0513,M,-,IV,,X,,,,,,,,X,X,D,,,F,X,D,,D,
P0440/0514,M,-,IV,,X,,,,,,,,X,X,D,,,E,D,D,,X,
P0440/0515,M,-,IV,,X,,,,,,,,X,X,D,,,X,E,D,,X,
P0440/0516,M,11,III,,X,,,,,,,,X,X,X,,,E,D,B,,B,
P0440/0517,M,-,IV,,X,,,,,,,,X,X,D,,,F,X,D,,C,
P0440/0518,M,-,ABS,,X,,,,,,,,X,X,X,,,X,X,X,,X,
P0440/0519,M,-,IV,,X,,,,,,,,X,X,X,,,F,E,C,,C,
P0440/0520,M,-,IV,,X,,,,,,,,X,X,F,,,F,X,F,,C,
P0440/0521,M,10,III,,X,,,,,,,,X,X,C,,,E,X,B,,B,
P0440/0522,M,13,III,,X,,,,,,,,X,X,X,,,D,D,C,,C,
P0440/0523,M,-,IV,,X,,,,,,,,X,X,E,,,E,E,X,,C,
P0440/0524,M,11,III,,X,,,,,,,,X,X,C,,,F,X,C,,B,
P0440/0525,M,-,ABS,,X,,,,,,,,X,X,X,,,X,X,X,,X,
P0440/0526,M,13,III,,X,,,,,,,,X,X,X,,,E,E,C,,B,
P0440/0527,M,13,III,,X,,,,,,,,X,X,X,,,E,D,C,,C,
P0440/0528,M,12,III,,X,,,,,,,,X,X,C,,,F,X,C,,C,
P0440/0529,M,-,IV,,X,,,,,,,,X,X,X,,,E,D,D,,C,
P0440/0530,M,8,II,,X,,,,,,,,X,X,B,,,D,X,+,,B,
P0440/0531,M,-,ABS,,X,,,,,,,,X,X,X,,,X,X,X,,X,
P0440/0532,M,11,III,,X,,,,,,,,X,X,B,,,E,X,D,,B,
P0440/0533,M,-,ABS,,X,,,,,,,,X,X,X,,,X,X,X,,X,
P0440/0534,M,-,IV,,X,,,,,,,,X,X,X,,,E,E,C,,D,
P0440/0535,M,12,III,,X,,,,,,,,X,X,B,,,E,X,D,,C,
P0440/0536,M,9,II,,X,,,,,,,,X,X,B,,,D,X,B,,B,
P0443/0501,F,-,IV,X,X,,,X,X,X,X,,,X,E,,,F,X,E,,C,X
P0443/0502,F,13,III,X,X,,,X,X,X,X,,,X,E,,,F,X,C,,B,X
P0443/0503,F,12,III,X,X,,,X,X,X,X,,,X,C,,,D,D,B,,X,X
P0443/0504,F,-,IV,X,X,,,X,X,X,X,,,X,X,,,F,E,C,,C,X
P0443/0505,F,-,IV,X,X,,,X,X,X,X,,,X,D,,,F,X,D,,C,X
P0443/0506,F,-,IV,X,X,,,C,D,D,X,,,X,X,,,D,C,X,,X,X
P0443/0507,F,12,III,X,X,,,X,X,X,X,,,X,D,,,E,X,C,,B,X
P0443/0508,F,9,II,X,X,,,X,X,X,X,,,X,X,,,D,B,B,,B,X
P0443/0509,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0443/0510,M,-,IV,X,X,,,E,D,D,X,,,X,X,,,E,X,X,,X,E
P0443/0511,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0443/0512,M,8,II,X,X,,,X,X,X,X,,,X,C,,,E,X,+,,+,X
P0443/0513,M,-,IV,X,X,,,E,C,D,X,,,X,X,,,D,X,X,,X,E
P0443/0514,M,-,0,X,E,,,X,X,X,X,,,X,X,,,X,X,X,,X,E
P0443/0515,M,-,IV,X,X,,,X,X,X,X,,,X,X,,,F,D,E,,D,X
P0443/0516,M,11,III,X,X,,,X,X,X,X,,,X,X,,,E,C,B,,C,X
P0443/0517,M,-,0,X,X,,,X,E,E,X,,,X,X,,,F,D,X,,X,X
P0443/0518,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0443/0519,M,13,III,X,X,,,X,X,X,X,,,X,D,,,D,D,B,,X,X
P0443/0520,M,-,IV,X,E,,,X,X,X,X,,,C,X,,,E,C,X,,X,X
P0443/0521,M,11,III,X,X,,,X,X,X,X,,,X,X,,,F,C,B,,C,X
P0443/0522,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0443/0523,M,-,IV,X,X,,,X,X,X,X,,,X,E,,,E,X,E,,C,X
P0443/0524,M,-,0,X,X,,,X,X,X,X,,,X,F,,,F,F,D,,X,X
P0443/0525,M,10,III,X,X,,,X,X,X,X,,,X,X,,,E,C,B,,B,X
P0443/0526,M,12,III,X,X,,,X,X,X,X,,,X,C,,,F,D,B,,X,X
P0443/0527,M,-,IV,X,X,,,C,D,D,X,,,X,X,,,E,X,X,,X,F
P0443/0528,M,8,II,X,X,,,X,X,X,X,,,X,B,,,D,B,+,,X,X
P0443/0529,M,-,0,X,E,,,X,X,D,X,,,X,X,,,F,X,X,,X,F
P0443/0530,M,-,0,X,F,,,X,X,X,X,,,X,X,,,F,E,X,,X,F
P0443/0531,M,-,IV,X,E,,,X,X,X,X,,,D,X,,,E,D,X,,X,X
P0443/0532,M,-,IV,X,X,,,X,X,X,X,,,X,F,,,E,X,C,,C,X
P0443/0533,M,-,0,X,E,,,X,X,E,X,,,X,X,,,F,X,X,,X,F
P0443/0534,M,11,III,X,X,,,E,X,X,X,,,C,X,,,F,C,B,,X,X
P0443/0535,M,-,0,X,E,,,X,X,X,X,,,X,X,,,E,D,X,,X,F
P0443/0536,M,13,III,X,X,,,X,X,X,X,,,X,D,,,E,X,C,,C,X
P0445/0501,F,13,III,,X,,,X,,,,,,X,D,,,F,C,C,,X,
P0445/0502,F,11,III,,X,,,X,,,,,,X,C,,,D,X,C,,B,
P0445/0503,F,-,IV,,X,,,X,,,,,,X,X,,,E,X,C,,B,
P0445/0504,F,8,II,,X,,,X,,,,,,X,B,,,C,X,B,,+,
P0445/0505,F,12,III,,X,,,X,,,,,,X,D,,,E,X,C,,B,
P0445/0506,F,11,III,,X,,,X,,,,,,X,C,,,E,B,C,,X,
P0445/0507,F,9,II,,X,,,X,,,,,,X,B,,,F,X,B,,B,
P0445/0508,F,11,III,,X,,,X,,,,,,X,C,,,E,X,C,,B,
P0445/0509,F,-,0,,X,,,X,,,,,,X,E,,,F,X,F,,D,
P0445/0510,F,10,III,,X,,,X,,,,,,X,B,,,D,X,C,,B,
P0445/0511,F,8,II,,X,,,X,,,,,,X,X,,,E,B,B,,+,
P0445/0512,F,-,IV,,X,,,X,,,,,,X,E,,,F,X,E,,C,
P0445/0513,F,-,IV,,X,,,X,,,,,,X,E,,,F,X,D,,C,
P0445/0514,F,10,III,,X,,,X,,,,,,X,C,,,D,X,B,,B,
P0445/0515,F,10,III,,X,,,E,,,,,,B,X,,,D,C,B,,X,
P0445/0516,M,-,IV,,X,,,X,,,,,,X,D,,,X,D,D,,X,
P0445/0517,M,12,III,,D,,,X,,,,,,C,X,,,E,B,X,,X,
P0445/0518,M,11,III,,X,,,X,,,,,,X,C,,,E,X,B,,C,
P0445/0519,M,9,II,,X,,,X,,,,,,X,B,,,E,X,B,,B,
P0445/0520,M,-,0,,X,,,X,,,,,,X,E,,,F,E,E,,X,
P0445/0521,M,12,III,,X,,,X,,,,,,X,C,,,D,D,B,,X,
P0445/0522,M,10,III,,X,,,X,,,,,,X,C,,,E,X,B,,B,
P0445/0523,M,-,IV,,X,,,X,,,,,,X,E,,,E,D,D,,D,
P0445/0524,M,11,III,,X,,,X,,,,,,X,X,,,E,D,B,,B,
P0445/0525,M,-,IV,,X,,,F,,,,,,D,X,,,F,D,C,,X,
P0445/0526,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0445/0527,M,9,II,,X,,,X,,,,,,X,X,,,D,C,B,,+,
P0445/0528,M,-,IV,,C,,,X,,,,,,X,X,,,X,X,X,,X,
P0445/0529,M,-,IV,,X,,,E,,,,,,C,X,,,E,D,D,,X,
P0445/0530,M,13,III,,X,,,X,,,,,,X,C,,,D,D,C,,X,
P0445/0531,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0445/0532,M,9,II,,X,,,X,,,,,,X,X,,,F,B,B,,B,
P0445/0533,M,12,III,,X,,,X,,,,,,X,X,,,D,D,B,,C,
P0445/0534,M,11,III,,X,,,X,,,,,,X,C,,,F,X,C,,B,
P0445/0535,M,-,IV,,E,,,X,,,,,,D,X,,,D,D,X,,X,
P0445/0536,M,-,IV,,X,,,X,,,,,,X,X,,,E,E,D,,C,
P0445/0537,M,12,III,,X,,,X,,,,,,X,D,,,E,X,C,,B,
P0445/0538,M,9,II,,X,,,E,,,,,,B,X,,,D,B,B,,X,
P0445/0539,M,9,II,,X,,,E,,,,,,B,X,,,C,B,B,,X,
P0445/0540,M,-,IV,,X,,,X,,,,,,X,E,,,F,X,X,,C,
P0445/0541,M,9,II,,X,,,X,,,,,,X,X,,,D,B,B,,B,
P0445/0542,M,-,IV,,X,,,X,,,,,,X,X,,,E,E,C,,C,
P0445/0543,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0445/0544,M,-,IV,,X,,,X,,,,,,E,X,,,E,C,D,,X,
P0457/0501,F,-,IV,,,,,X,,,,,,X,X,,,F,D,E,,B,
P0457/0502,F,-,0,,,,,X,,,,,,X,X,,,F,F,F,,E,
P0457/0503,F,9,II,,,,,X,,,,,,X,C,,,E,X,B,,+,
P0457/0504,F,13,III,,,,,X,,,,,,X,X,,,F,C,E,,B,
P0457/0505,F,13,III,,,,,X,,,,,,X,X,,,F,D,D,,B,
P0457/0506,F,9,II,,,,,B,,,,,,+,X,,,D,C,B,,X,
P0457/0507,M,-,IV,,,,,X,,,,,,X,F,,,F,X,E,,C,
P0457/0508,M,10,III,,,,,X,,,,,,X,C,,,D,X,C,,+,
P0457/0509,M,-,ABS,,,,,X,,,,,,X,X,,,X,X,X,,X,
P0457/0510,M,-,IV,,,,,X,,,,,,X,X,,,F,E,C,,C,
P0457/0511,M,13,III,,,,,X,,,,,,X,D,,,F,X,C,,C,
P0457/0512,M,9,II,,,,,X,,,,,,X,X,,,D,C,B,,+,
P0457/0513,M,-,IV,,,,,X,,,,,,X,D,,,E,D,C,,X,
P0457/0514,M,10,III,,,,,X,,,,,,X,X,,,E,C,C,,+,
P0457/0515,M,10,III,,,,,X,,,,,,X,C,,,E,X,B,,B,
P0457/0516,M,12,III,,,,,X,,,,,,X,X,,,F,D,B,,C,
P0457/0517,M,11,III,,,,,X,,,,,,X,X,,,D,D,B,,B,
P0457/0518,M,13,III,,,,,E,,,,,,C,X,,,E,E,B,,X,
P0457/0519,M,11,III,,,,,C,,,,,,C,X,,,E,C,B,,X,
P0458/0501,F,-,IV,,X,,,X,X,X,,,,X,E,,,F,X,D,,C,
P0458/0502,F,-,IV,,X,,,X,X,X,,,,X,E,,,F,X,D,,C,
P0458/0503,F,-,IV,,X,,,X,X,X,,,,X,X,,,F,F,C,,C,
P0458/0504,F,-,IV,,X,,,X,X,X,,,,X,X,,,F,E,D,,B,
P0458/0505,F,-,IV,,X,,,X,X,X,,,,X,D,,,E,X,E,,B,
P0458/0506,F,-,IV,,X,,,X,X,X,,,,X,X,,,F,D,E,,B,
P0458/0507,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,
P0458/0508,M,-,IV,,X,,,X,X,X,,,,X,F,,,F,X,E,,C,
P0458/0509,M,11,III,,X,,,X,X,X,,,,X,C,,,F,X,C,,B,
P0458/0510,M,11,III,,X,,,X,X,X,,,,X,D,,,E,X,B,,B,
P0458/0511,M,-,IV,,X,,,X,X,X,,,,X,D,,,F,E,X,,C,
P0458/0512,M,-,IV,,X,,,X,X,X,,,,X,E,,,F,X,D,,B,
P0458/0513,M,13,III,,X,,,X,X,X,,,,X,X,,,D,E,C,,B,
P0458/0514,M,-,IV,,X,,,X,X,X,,,,X,X,,,F,E,E,,B,
P0458/0515,M,10,III,,X,,,X,X,X,,,,X,C,,,F,X,C,,+,
P0458/0516,M,12,III,,X,,,X,X,X,,,,X,D,,,F,X,C,,B,
P0458/0517,M,-,IV,,X,,,X,X,X,,,,X,F,,,F,X,E,,C,
P0458/0518,M,12,III,,X,,,X,X,X,,,,X,X,,,F,D,D,,+,
P0458/0519,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,
P0458/0520,M,-,IV,,X,,,X,X,X,,,,X,F,,,F,X,E,,C,
P0458/0521,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,
P0458/0522,M,-,0,,E,,,X,X,X,,,,D,X,,,F,F,X,,X,
P0458/0523,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,
P0458/0524,M,-,IV,,X,,,X,X,X,,,,X,X,,,F,E,D,,C,
P0458/0525,M,-,IV,,C,,,X,X,X,,,,X,X,,,E,X,X,,X,
P0458/0526,M,-,IV,,X,,,X,X,X,,,,X,E,,,E,X,E,,C,
P0458/0527,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,
P0458/0528,M,-,IV,,X,,,X,X,X,,,,X,X,,,F,E,E,,B,
P0458/0529,M,-,IV,,X,,,X,X,X,,,,X,F,,,E,X,D,,B,
P0458/0530,M,11,III,,X,,,X,X,X,,,,X,C,,,F,X,C,,B,
P0458/0531,M,11,III,,X,,,X,X,X,,,,X,X,,,D,D,B,,B,
P0458/0532,M,-,IV,,X,,,X,X,X,,,,X,X,,,E,D,C,,D,
P0458/0533,M,11,III,,X,,,X,X,X,,,,X,D,,,E,X,C,,+,
P0458/0534,M,13,III,,X,,,X,X,X,,,,X,D,,,E,D,B,,X,
P0458/0535,M,13,III,,X,,,X,X,X,,,,X,D,,,E,X,D,,B,
P0458/0536,M,-,IV,,X,,,X,X,X,,,,X,E,,,F,X,F,,C,
P0461/0501,F,13,III,,X,,,X,,,,,,X,X,,,F,E,C,,B,
P0461/0502,F,13,III,,X,,,X,,,,,,X,X,,,F,D,C,,C,
P0461/0503,F,-,0,,X,,,X,,,,,,X,F,,,F,E,X,,D,
P0461/0504,F,-,0,,X,,,X,,,,,,X,E,,,E,X,E,,D,
P0461/0505,F,-,IV,,X,,,X,,,,,,X,X,,,X,D,D,,D,
P0461/0506,F,-,0,,X,,,X,,,,,,X,F,,,F,X,E,,D,
P0461/0507,F,-,IV,,X,,,X,,,,,,X,D,,,F,X,D,,C,
P0461/0508,F,9,II,,X,,,X,,,,,,X,X,,,X,C,B,,+,
P0461/0509,F,-,IV,,X,,,X,,,,,,X,X,,,E,X,D,,C,
P0461/0510,F,11,III,,X,,,X,,,,,,X,D,,,F,X,B,,B,
P0461/0511,M,-,IV,,X,,,X,,,,,,X,F,,,X,X,E,,C,
P0461/0513,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0514,M,13,III,,E,,,X,,,,,,B,X,,,D,C,X,,X,
P0461/0515,M,-,IV,,X,,,X,,,,,,X,F,,,F,X,D,,C,
P0461/0516,M,-,IV,,X,,,X,,,,,,X,X,,,F,E,F,,C,
P0461/0517,M,9,II,,X,,,X,,,,,,X,B,,,E,C,+,,X,
P0461/0518,M,-,0,,X,,,X,,,,,,X,X,,,F,F,F,,D,
P0461/0519,M,13,III,,X,,,X,,,,,,X,D,,,F,X,C,,C,
P0461/0520,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0521,M,-,IV,,X,,,X,,,,,,X,X,,,F,E,E,,C,
P0461/0522,M,-,IV,,X,,,X,,,,,,X,E,,,F,X,E,,C,
P0461/0523,M,-,IV,,X,,,X,,,,,,X,X,,,E,D,D,,C,
P0461/0524,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0525,M,-,IV,,X,,,X,,,,,,X,X,,,F,E,E,,C,
P0461/0526,M,13,III,,X,,,X,,,,,,X,F,,,E,X,B,,B,
P0461/0527,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0528,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0529,M,-,IV,,X,,,X,,,,,,X,D,,,E,X,D,,C,
P0461/0530,M,11,III,,X,,,X,,,,,,X,C,,,E,X,C,,B,
P0461/0531,M,-,0,,F,,,X,,,,,,E,X,,,E,E,X,,X,
P0461/0532,M,13,III,,X,,,X,,,,,,X,X,,,F,D,D,,B,
P0461/0533,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0534,M,12,III,,X,,,X,,,,,,X,X,,,F,C,C,,C,
P0461/0535,M,-,IV,,X,,,X,,,,,,X,D,,,E,D,D,,X,
P0461/0536,M,-,IV,,X,,,X,,,,,,X,F,,,F,X,E,,C,
P0461/0537,M,-,0,,X,,,X,,,,,,X,E,,,F,X,F,,D,
P0461/0538,M,10,III,,X,,,X,,,,,,X,C,,,E,X,B,,B,
P0461/0539,M,-,IV,,X,,,X,,,,,,X,X,,,F,E,C,,D,
P0461/0540,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0541,M,-,IV,,X,,,X,,,,,,X,X,,,F,F,D,,C,
P0461/0542,M,13,III,,X,,,X,,,,,,X,X,,,E,D,C,,C,
P0461/0543,M,13,III,,X,,,X,,,,,,X,D,,,F,X,C,,C,
P0461/0544,M,-,IV,,X,,,X,,,,,,X,D,,,F,X,F,,D,
P0461/0545,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0461/0546,M,-,0,,X,,,X,,,,,,X,F,,,F,E,E,,X,
P0461/0547,M,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,
P0465/0501,F,-,0,,,,,,,,,,,,E,,,F,X,F,,X,
P0465/0502,M,-,IV,,,,,,,,,,,,E,,,F,X,E,,C,
P0465/0503,M,13,III,,,,,,,,,,,,D,,,F,X,C,,C,
P0465/0504,M,10,III,,,,,,,,,,,,B,,,D,C,B,,X,
P0465/0505,M,9,II,,,,,,,,,,,,X,,,C,B,B,,B,
P0465/0506,M,13,III,,,,,,,,,,,,D,,,E,X,C,,C,
P0465/0507,M,11,III,,,,,,,,,,,,X,,,E,C,C,,B,
P0465/0508,M,12,III,,,,,,,,,,,,D,,,F,X,C,,B,
P0467/0501,F,10,III,X,,,X,X,,,X,,,X,X,,,D,C,B,X,B,
P0467/0502,F,13,III,X,,,D,X,,,X,,,X,F,,,F,X,X,D,B,
P0467/0503,F,-,IV,X,,,D,X,,,X,,,X,F,,,F,X,F,X,C,
P0467/0504,F,-,IV,X,,,F,X,,,X,,,X,E,,,F,X,X,X,B,
P0467/0505,F,-,IV,X,,,C,X,,,X,,,X,X,,,F,F,X,X,C,
P0467/0506,F,-,ABS,X,,,X,X,,,X,,,X,X,,,X,X,X,X,X,
P0467/0507,F,-,0,X,,,F,X,,,X,,,X,F,,,F,X,X,X,D,
P0467/0508,M,-,IV,X,,,X,X,,,X,,,X,E,,,E,X,E,X,C,
P0467/0509,M,-,IV,X,,,F,X,,,X,,,X,F,,,F,X,E,X,C,
P0467/0510,M,-,0,E,,,X,F,,,E,,,D,X,,,F,X,X,X,X,
P0467/0511,M,-,IV,X,,,X,X,,,X,,,X,E,,,E,X,D,X,B,
P0467/0512,M,-,IV,D,,,X,F,,,D,,,D,X,,,F,X,X,X,X,
P0467/0513,M,-,IV,B,,,X,C,,,E,,,D,X,,,E,X,X,X,X,
P0467/0514,M,-,0,X,,,X,X,,,X,,,X,X,,,F,X,X,X,F,
P0467/0515,M,13,III,X,,,X,X,,,X,,,X,X,,,E,X,C,D,C,
P0467/0516,M,-,0,X,,,X,X,,,X,,,X,F,,,F,X,F,F,D,
P0476/0501,F,-,IV,,,,,,,,,,,,E,,,F,X,D,,C,
P0476/0502,F,-,IV,,,,,,,,,,,,D,,,E,X,E,,B,
P0476/0503,F,-,ABS,,,,,,,,,,,,X,,,X,X,X,,X,
P0476/0504,M,11,III,,,,,,,,,,,,X,,,F,C,C,,B,
P0476/0505,M,-,IV,,,,,,,,,,,,X,,,F,F,F,,C,
P0476/0506,M,12,III,,,,,,,,,,,,X,,,E,D,C,,B,
P0476/0507,M,-,IV,,,,,,,,,,,,X,,,D,D,D,,C,
P0476/0508,M,-,IV,,,,,,,,,,,,D,,,E,X,X,,B,
P0476/0509,M,-,0,,,,,,,,,,,,X,,,E,E,E,,D,
P0476/0510,M,-,0,,,,,,,,,,,,F,,,F,X,F,,D,
P0476/0511,M,-,IV,,,,,,,,,,,,D,,,F,X,F,,C,
P0476/0512,M,13,III,,,,,,,,,,,,D,,,F,X,D,,B,
P0476/0513,M,-,IV,,,,,,,,,,,,X,,,D,E,D,,C,
P0476/0514,M,-,IV,,,,,,,,,,,,X,,,E,D,D,,C,
P0476/0515,M,10,III,,,,,,,,,,,,X,,,E,C,B,,B,
P0476/0516,M,-,IV,,,,,,,,,,,,X,,,F,E,D,,C,
P0493/0501,F,-,ABS,X,X,,X,X,X,X,X,,,X,X,,,X,X,X,X,X,X
P0493/0502,F,-,ABS,X,X,,X,X,X,X,X,,,X,X,,,X,X,X,X,X,X
P0493/0503,F,13,III,X,X,,X,X,X,X,X,,,X,D,,,E,X,D,X,B,X
P0493/0504,M,13,III,X,X,,X,X,C,B,X,,,X,X,,,E,X,X,X,X,E
P0493/0505,M,-,IV,X,X,,X,X,X,X,X,,,X,D,,,F,D,X,E,X,X
P0493/0506,M,-,IV,X,F,,X,X,X,X,X,,,C,X,,,E,C,X,D,X,X
P0493/0507,M,-,ABS,X,X,,X,X,X,X,X,,,X,X,,,X,X,X,X,X,X
P0493/0508,M,-,0,X,E,,X,X,X,E,X,,,X,X,,,F,X,X,X,X,F
P0493/0509,M,-,IV,X,X,,X,X,X,X,X,,,X,X,,,F,E,D,X,B,X
P0493/0510,M,-,ABS,X,X,,X,X,X,X,X,,,X,X,,,X,X,X,X,X,X
P0493/0511,M,-,ABS,X,X,,X,X,X,X,X,,,X,X,,,X,X,X,X,X,X
P0493/0512,M,-,IV,X,D,,X,X,X,D,X,,,X,X,,,F,X,X,X,X,F
P0493/0513,M,13,III,X,X,,X,X,X,X,X,,,X,D,,,F,X,D,X,B,X
P0493/0514,M,-,IV,X,D,,X,X,X,X,X,,,X,X,,,F,X,X,X,X,D
P0493/0515,M,-,0,X,X,,X,X,X,X,X,,,X,F,,,F,X,X,X,D,X
P0493/0517,M,-,IV,X,X,,X,X,X,X,X,,,D,X,,,F,D,X,X,X,X
P0493/0518,M,-,IV,X,D,,X,X,X,B,X,,,X,X,,,E,X,X,X,X,X
P0493/0519,M,-,ABS,X,X,,X,X,X,X,X,,,X,X,,,X,X,X,X,X,X
P0493/0520,M,-,0,X,X,,X,X,X,X,X,,,X,X,,,X,F,D,X,X,X
P0493/0521,M,-,ABS,X,X,,X,X,X,X,X,,,X,X,,,X,X,X,X,X,X
P0493/0522,M,-,IV,X,X,,X,X,X,X,X,,,X,X,,,X,X,C,X,C,X
P0493/0523,M,-,IV,X,F,,X,X,X,X,X,,,C,X,,,F,D,X,X,X,X
