CNO,SEX,AGGT,DIV,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S0328/0540,F,11,II,,X,,,X,,,,,,X,C,,,S,D,D,,X,
S0328/0541,F,11,II,,X,,,X,,,,,,X,D,,,E,C,D,,X,
S0328/0542,F,11,II,,X,,,X,,,,,,X,C,,,E,D,D,,X,
S0328/0543,F,13,III,,X,,,X,,,,,,X,D,,,F,E,D,,X,
S0328/0544,F,12,II,,X,,,X,,,,,,X,D,,,F,D,D,,X,
S0328/0545,F,9,I,,X,,,X,,,,,,X,C,,,S,C,C,,X,
S0328/0546,F,9,I,,X,,,X,,,,,,X,B,,,E,D,C,,X,
S0328/0547,F,12,II,,X,,,X,,,,,,X,D,,,S,D,D,,X,
S0328/0548,F,10,II,,X,,,X,,,,,,X,X,,,E,D,C,,C,
S0328/0549,F,11,II,,X,,,X,,,,,,X,X,,,S,D,D,,C,
S0328/0550,F,12,II,,X,,,X,,,,,,X,X,,,E,D,D,,D,
S0328/0551,F,11,II,,X,,,X,,,,,,X,X,,,E,D,C,,D,
S0328/0552,F,9,I,,X,,,X,,,,,,X,X,,,E,D,C,,B,
S0328/0553,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0554,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0555,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0556,F,8,I,,X,,,X,,,,,,X,X,,,E,C,C,,B,
S0328/0557,F,10,II,,X,,,X,,,,,,X,X,,,E,D,C,,C,
S0328/0558,F,13,III,,X,,,X,,,,,,X,X,,,F,E,E,,C,
S0328/0559,F,10,II,,X,,,X,,,,,,X,X,,,E,D,C,,C,
S0328/0560,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0561,F,13,III,,X,,,X,,,,,,X,X,,,S,E,D,,D,
S0328/0562,F,10,II,,X,,,X,,,,,,X,X,,,E,D,D,,B,
S0328/0563,F,12,II,,X,,,X,,,,,,X,X,,,E,D,D,,D,
S0328/0564,F,11,II,,X,,,X,,,,,,X,X,,,E,E,C,,C,
S0328/0565,F,10,II,,X,,,X,,,,,,X,X,,,E,D,C,,C,
S0328/0566,F,12,II,,X,,,X,,,,,,X,X,,,S,D,D,,D,
S0328/0567,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0568,F,11,II,,X,,,X,,,,,,X,X,,,S,D,D,,C,
S0328/0569,F,10,II,,X,,,X,,,,,,X,X,,,E,D,C,,C,
S0328/0570,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0571,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0572,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S0328/0573,F,10,II,,X,,,X,,,,,,X,X,,,S,D,C,,C,
S0328/0574,F,10,II,,X,,,X,,,,,,X,X,,,S,D,C,,C,
S0328/0575,F,12,II,,X,,,X,,,,,,X,X,,,E,E,D,,C,
S0328/0576,F,10,II,,X,,,X,,,,,,X,X,,,F,D,C,,C,
S0328/0577,F,14,III,,X,,,X,,,,,,X,X,,,F,E,E,,D,
S0328/0578,F,10,II,,X,,,X,,,,,,X,C,,,S,X,D,,C,
S0328/0579,F,8,I,,X,,,X,,,,,,X,B,,,E,X,C,,C,
S0328/0580,F,9,I,,X,,,X,,,,,,X,C,,,E,X,C,,C,
S0328/0581,F,12,II,,X,,,X,,,,,,X,C,,,E,X,D,,E,
S0328/0582,F,12,II,,X,,,X,,,,,,X,D,,,S,X,E,,C,
S0328/0583,F,10,II,,X,,,X,,,,,,X,C,,,S,X,D,,C,
S0328/0584,F,12,II,,X,,,X,,,,,,X,C,,,F,X,E,,D,
S0328/0585,F,11,II,,X,,,X,,,,,,X,C,,,S,X,E,,C,
S0328/0586,F,11,II,,X,,,X,,,,,,X,D,,,F,X,D,,C,
S0328/0587,F,9,I,,X,,,X,,,,,,X,C,,,E,X,C,,C,
S0328/0588,F,12,II,,X,,,X,,,,,,X,D,,,S,X,D,,D,
S0328/0589,F,11,II,,X,,,X,,,,,,X,C,,,E,X,D,,D,
S0328/0590,F,13,III,,X,,,X,,,,,,X,D,,,F,X,E,,D,
S0328/0591,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S0328/0592,F,11,II,,X,,,X,,,,,,X,D,,,E,X,D,,C,
S0328/0593,F,13,III,,X,,,X,,,,,,X,E,,,F,X,D,,D,
S0328/0594,F,11,II,,X,,,X,,,,,,X,C,,,E,X,D,,D,
S0328/0595,F,9,I,,X,,,X,,,,,,X,C,,,E,X,C,,C,
S0328/0596,F,11,II,,X,,,X,,,,,,X,C,,,E,X,D,,D,
S0328/0597,F,10,II,,X,,,X,,,,,,X,C,,,E,X,C,,D,
S0328/0598,F,14,III,,X,,,X,,,,,,X,E,,,F,X,E,,D,
S0328/0599,F,15,III,,X,,,X,,,,,,X,E,,,S,X,E,,E,
S0328/0600,F,10,II,,X,,,X,,,,,,X,C,,,S,X,D,,C,
S0328/0601,F,7,I,,X,,,X,,,,,,X,B,,,E,X,C,,B,
S0328/0602,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S0328/0603,F,10,II,,X,,,X,,,,,,X,D,,,E,X,C,,C,
S0328/0604,F,11,II,,X,,,X,,,,,,X,C,,,E,X,D,,D,
S0328/0605,F,11,II,,X,,,X,,,,,,X,D,,,E,X,D,,C,
S0328/0606,F,10,II,,X,,,X,,,,,,X,C,,,S,X,D,,C,
S0328/0607,F,12,II,,X,,,X,,,,,,X,D,,,S,X,D,,D,
S0328/0608,F,11,II,,X,,,X,,,,,,X,C,,,E,X,D,,D,
S0328/0609,F,10,II,,X,,,X,,,,,,X,C,,,S,X,D,,C,
S0328/0610,F,12,II,,X,,,X,,,,,,X,D,,,S,X,D,,D,
S0328/0611,F,11,II,,X,,,X,,,,,,X,C,,,S,X,D,,D,
S0328/0612,F,12,II,,X,,,X,,,,,,X,D,,,F,X,D,,D,
S0328/0613,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S0328/0614,F,14,III,,X,,,X,,,,,,X,E,,,S,X,E,,D,
S0328/0615,F,9,I,,X,,,X,,,,,,X,C,,,E,X,C,,C,
S0328/0616,F,8,I,,X,,,X,,,,,,X,C,,,F,X,C,,B,
S0328/0617,F,14,III,,X,,,X,,,,,,X,D,,,F,X,E,,E,
S0328/0618,F,9,I,,X,,,E,,,,,,C,X,,,E,C,C,,X,
S0328/0619,F,13,III,,X,,,F,,,,,,D,X,,,E,E,D,,X,
S0328/0620,F,13,III,,X,,,S,,,,,,E,X,,,S,D,D,,X,
S0328/0621,F,12,II,,X,,,F,,,,,,E,X,,,E,D,C,,X,
S0328/0622,F,13,III,,X,,,F,,,,,,D,X,,,S,E,D,,X,
S0328/0623,F,11,II,,X,,,E,,,,,,D,X,,,E,D,C,,X,
S0328/0624,F,11,II,,X,,,E,,,,,,D,X,,,D,D,C,,X,
S0328/0625,F,12,II,,X,,,E,,,,,,D,X,,,E,D,D,,X,
S0328/0626,F,11,II,,X,,,F,,,,,,D,X,,,E,D,C,,X,
S0328/0627,F,13,III,,X,,,F,,,,,,D,X,,,E,E,D,,X,
S0328/0628,F,10,II,,X,,,F,,,,,,C,X,,,S,D,C,,X,
S0328/0629,F,12,II,,X,,,S,,,,,,D,X,,,E,D,D,,X,
S0328/0630,F,11,II,,X,,,E,,,,,,C,X,,,D,D,D,,X,
S0328/0631,F,11,II,,X,,,S,,,,,,D,X,,,E,D,C,,X,
S0328/0632,F,12,II,,X,,,F,,,,,,D,X,,,E,D,D,,X,
S0328/0633,F,10,II,,X,,,D,,,,,,C,X,,,E,D,C,,X,
S0328/0634,F,12,II,,X,,,E,,,,,,D,X,,,E,D,D,,X,
S0328/0635,F,12,II,,X,,,S,,,,,,D,X,,,S,D,D,,X,
S0328/0636,F,11,II,,X,,,E,,,,,,C,X,,,E,D,D,,X,
S0328/0637,F,12,II,,X,,,S,,,,,,D,X,,,E,D,D,,X,
S0328/0638,F,12,II,,X,,,F,,,,,,E,X,,,D,D,C,,X,
S0328/0639,F,13,III,,X,,,F,,,,,,E,X,,,F,D,D,,X,
S0328/0640,F,10,II,,X,,,D,,,,,,C,X,,,E,C,D,,X,
S0328/0641,F,12,II,,X,,,S,,,,,,D,X,,,S,D,D,,X,
S0328/0642,F,13,III,,X,,,F,,,,,,D,X,,,S,E,D,,X,
S0328/0643,F,12,II,,X,,,E,,,,,,D,X,,,E,D,D,,X,
S0328/0644,F,14,III,,S,,,X,,,,,,D,X,,,S,D,X,,X,
S0328/0645,F,16,III,,F,,,X,,,,,,D,X,,,S,E,X,,X,
S0328/0646,F,16,III,,F,,,X,,,,,,D,X,,,E,E,X,,X,
S0328/0647,F,13,III,,S,,,X,,,,,,C,X,,,S,D,X,,X,
S0328/0648,F,15,III,,S,,,X,,,,,,D,X,,,E,E,X,,X,
S0328/0649,F,17,III,,F,,,X,,,,,,E,X,,,F,E,X,,X,
S0328/0650,F,12,II,,E,,,X,,,,,,C,X,,,E,D,X,,X,
S0328/0651,F,15,III,,F,,,X,,,,,,D,X,,,S,D,X,,X,
S0328/0652,F,17,III,,F,,,X,,,,,,E,X,,,E,E,X,,X,
S0328/0653,F,16,III,,F,,,X,,,,,,E,X,,,S,D,X,,X,
S0328/0654,F,16,III,,F,,,X,,,,,,D,X,,,S,E,X,,X,
S0328/0655,F,16,III,,F,,,X,,,,,,E,X,,,F,D,X,,X,
S0328/0656,F,14,III,,F,,,X,,,,,,C,X,,,E,D,X,,X,
S0328/0657,F,12,II,,E,,,X,,,,,,C,X,,,E,D,X,,X,
S0328/0658,F,12,II,,E,,,X,,,,,,C,X,,,E,D,X,,X,
S0328/0659,F,12,II,,E,,,X,,,,,,C,X,,,F,D,X,,X,
S0328/0660,F,11,II,,E,,,X,,,,,,C,X,,,E,C,X,,X,
S0328/0661,F,14,III,,S,,,X,,,,,,D,X,,,E,D,X,,X,
S0328/0662,F,13,III,,E,,,X,,,,,,D,X,,,E,D,X,,X,
S0328/0663,F,17,III,,F,,,X,,,,,,E,X,,,S,E,X,,X,
S0328/0664,F,16,III,,F,,,X,,,,,,E,X,,,E,D,X,,X,
S0328/0665,F,14,III,,S,,,X,,,,,,D,X,,,E,D,X,,X,
S0328/0666,F,17,III,,F,,,X,,,,,,E,X,,,E,E,X,,X,
S0328/0667,F,11,II,,E,,,X,,,,,,C,X,,,E,C,X,,X,
S0328/0668,F,15,III,,F,,,X,,,,,,D,X,,,E,D,X,,X,
S0328/0669,F,15,III,,F,,,X,,,,,,D,X,,,E,D,X,,X,
S0328/0670,F,17,III,,F,,,X,,,,,,E,X,,,E,E,X,,X,
S0328/0671,F,15,III,,F,,,X,,,,,,D,X,,,S,D,X,,X,
S0328/0672,F,13,III,,E,,,X,,,,,,D,X,,,S,D,X,,X,
S0328/0673,F,13,III,,E,,,X,,,,,,D,X,,,E,D,X,,X,
S0329/0501,F,12,II,,X,,,X,X,X,,,X,X,E,,,S,X,D,,C,X
S0329/0502,F,13,III,,X,,,F,E,D,,,E,X,X,,,F,D,X,,X,X
S0329/0503,F,10,II,,X,,,X,X,X,,,X,X,C,,,E,D,C,,X,X
S0329/0504,F,10,II,,X,,,X,X,X,,,X,X,D,,,S,X,C,,C,X
S0329/0505,F,10,II,,X,,,X,X,X,,,X,X,C,,,S,X,D,,C,X
S0329/0506,F,17,III,,X,,,F,F,S,,,X,X,X,,,F,D,X,,X,X
S0329/0507,F,12,II,,X,,,X,X,X,,,X,X,C,,,S,E,D,,X,X
S0329/0508,F,12,II,,X,,,X,X,X,,,X,X,X,,,F,E,D,,C,X
S0329/0509,F,12,II,,X,,,F,D,D,,,X,X,X,,,S,D,X,,X,X
S0329/0510,F,11,II,,X,,,X,X,X,,,E,X,D,,,E,X,D,,C,X
S0329/0511,F,12,II,,X,,,X,X,X,,,X,X,D,,,F,X,D,,D,X
S0329/0512,F,12,II,,X,,,X,X,X,,,X,X,D,,,F,X,D,,D,X
S0329/0513,F,11,II,,X,,,X,X,X,,,X,X,D,,,S,X,D,,C,X
S0329/0514,F,14,III,,X,,,F,E,E,,,X,X,X,,,F,D,X,,X,X
S0329/0515,F,14,III,,X,,,F,E,E,,,E,X,X,,,F,D,X,,X,X
S0329/0516,F,13,III,,X,,,F,E,D,,,X,X,X,,,F,D,X,,X,X
S0329/0517,F,13,III,,X,,,E,E,D,,,X,X,X,,,E,D,X,,X,X
S0329/0518,F,13,III,,X,,,X,X,X,,,S,X,D,,,S,E,D,,X,X
S0329/0519,F,12,II,,X,,,X,X,X,,,S,X,D,,,F,X,D,,D,X
S0329/0520,F,13,III,,X,,,X,X,X,,,X,X,D,,,E,E,D,,X,X
S0329/0521,F,14,III,,X,,,X,X,X,,,X,X,D,,,F,S,D,,X,X
S0329/0522,F,13,III,,X,,,F,E,D,,,X,X,X,,,F,D,X,,X,X
S0329/0523,F,11,II,,X,,,X,X,X,,,X,X,C,,,E,X,D,,D,X
S0329/0524,F,11,II,,X,,,X,X,X,,,X,X,D,,,S,X,D,,C,X
S0329/0525,M,13,III,,X,,,X,X,X,,,F,X,D,,,F,E,D,,X,X
S0329/0526,M,13,III,,X,,,X,X,X,,,X,X,D,,,F,E,D,,X,X
S0329/0527,M,12,II,,X,,,X,X,X,,,X,X,X,,,E,E,C,,D,X
S0329/0528,M,15,III,,X,,,F,E,E,,,X,X,X,,,F,E,X,,X,X
S0329/0529,M,9,I,,X,,,F,X,X,,,X,B,X,,,E,D,C,,X,X
S0329/0530,M,13,III,,X,,,E,E,D,,,E,X,X,,,E,X,X,,X,D
S0329/0531,M,15,III,,X,,,X,X,X,,,F,X,E,,,F,X,E,,E,X
S0329/0532,M,12,II,,X,,,X,X,X,,,X,X,D,,,E,D,D,,X,X
S0329/0533,M,16,III,,F,,,X,X,X,,,X,C,X,,,F,S,X,,X,X
S0329/0534,M,10,II,,X,,,F,X,X,,,X,C,X,,,E,D,C,,X,X
S0329/0535,M,13,III,,X,,,F,X,X,,,X,D,X,,,F,E,D,,X,X
S0329/0536,M,14,III,,X,,,F,E,E,,,X,X,X,,,E,D,X,,X,X
S0329/0537,M,12,II,,X,,,X,X,X,,,E,X,D,,,F,X,D,,D,X
S0329/0538,M,16,III,,F,,,X,X,X,,,X,D,X,,,F,E,X,,X,X
S0329/0539,M,11,II,,X,,,S,D,D,,,X,X,X,,,E,C,X,,X,X
S0329/0540,M,10,II,,X,,,F,X,X,,,X,C,X,,,E,D,C,,X,X
S0329/0541,M,14,III,,X,,,X,X,X,,,E,X,E,,,S,E,D,,X,X
S0329/0542,M,13,III,,X,,,S,D,D,,,X,X,X,,,F,X,X,,X,E
S0329/0543,M,12,II,,X,,,X,X,X,,,X,X,D,,,F,X,D,,D,X
S0329/0544,M,16,III,,X,,,F,S,E,,,X,X,X,,,F,X,X,,X,E
S0329/0545,M,13,III,,X,,,X,X,X,,,X,X,X,,,S,E,D,,D,X
S0329/0546,M,8,I,,B,,,X,X,C,,,X,X,X,,,F,X,X,,X,C
S0329/0547,M,13,III,,X,,,X,X,X,,,X,X,D,,,E,E,D,,X,X
S0329/0548,M,10,II,,X,,,X,X,X,,,X,X,X,,,E,D,C,,C,X
S0329/0549,M,13,III,,X,,,F,E,D,,,X,X,X,,,F,D,X,,X,X
S0329/0550,M,14,III,,X,,,F,E,E,,,X,X,X,,,E,D,X,,X,X
S0329/0551,M,18,IV,,X,,,F,F,E,,,X,X,X,,,F,X,X,,X,S
S0329/0552,M,12,II,,X,,,F,D,D,,,X,X,X,,,E,D,X,,X,X
S0329/0553,M,13,III,,X,,,F,E,D,,,X,X,X,,,F,D,X,,X,X
S0329/0554,M,13,III,,F,,,X,X,X,,,X,B,X,,,F,D,X,,X,X
S0329/0555,M,10,II,,X,,,X,X,X,,,X,X,C,,,E,X,D,,C,X
S0329/0556,M,9,I,,X,,,X,X,X,,,X,X,C,,,S,X,C,,C,X
S0329/0557,M,11,II,,E,,,X,X,X,,,X,B,X,,,F,D,X,,X,X
S0329/0558,M,12,II,,X,,,X,X,X,,,X,X,D,,,S,X,D,,D,X
S0329/0559,M,12,II,,X,,,X,X,X,,,F,X,X,,,F,D,D,,D,X
S0329/0560,M,9,I,,X,,,X,X,X,,,E,X,C,,,S,X,C,,C,X
S0329/0561,M,11,II,,X,,,X,X,X,,,X,X,C,,,S,X,D,,D,X
S0329/0562,M,13,III,,X,,,F,E,D,,,X,X,X,,,F,D,X,,X,X
S0329/0563,M,14,III,,X,,,X,X,X,,,S,X,E,,,F,X,D,,E,X
S0329/0564,M,10,II,,X,,,X,X,X,,,X,X,D,,,F,X,C,,C,X
S0329/0565,M,13,III,,X,,,X,X,X,,,X,X,E,,,S,D,D,,X,X
S0329/0566,M,14,III,,X,,,F,E,E,,,X,X,X,,,S,D,X,,X,X
S0329/0567,M,14,III,,X,,,X,X,X,,,X,X,E,,,F,X,E,,D,X
S0329/0568,M,16,III,,F,,,X,X,X,,,X,D,X,,,S,E,X,,X,X
S0329/0569,M,14,III,,X,,,F,E,E,,,X,X,X,,,S,D,X,,X,X
S0329/0570,M,15,III,,X,,,F,E,S,,,X,X,X,,,S,D,X,,X,X
S0329/0571,M,15,III,,X,,,F,E,D,,,X,X,X,,,F,X,X,,X,S
S0329/0572,M,11,II,,X,,,X,X,X,,,X,X,D,,,F,X,C,,D,X
S0329/0573,M,10,II,,X,,,X,X,X,,,X,X,D,,,F,X,C,,C,X
S0329/0574,M,13,III,,X,,,X,X,X,,,X,X,X,,,E,E,D,,D,X
S0329/0575,M,11,II,,X,,,S,D,C,,,X,X,X,,,F,X,X,,X,D
S0329/0576,M,12,II,,X,,,S,C,D,,,X,X,X,,,F,E,X,,X,X
S0329/0577,M,14,III,,X,,,X,X,X,,,X,X,E,,,F,X,E,,D,X
S0329/0578,M,13,III,,X,,,F,E,D,,,X,X,X,,,F,D,X,,X,X
S0329/0579,M,15,III,,X,,,F,S,E,,,X,X,X,,,F,D,X,,X,X
S0329/0580,M,13,III,,X,,,F,D,E,,,X,X,X,,,F,D,X,,X,X
S0329/0581,M,11,II,,X,,,X,X,X,,,X,X,X,,,F,D,D,,C,X
S0329/0582,M,12,II,,X,,,F,D,D,,,X,X,X,,,S,D,X,,X,X
S0329/0583,M,9,I,,X,,,F,X,X,,,E,B,X,,,S,D,C,,X,X
S0329/0584,M,11,II,,X,,,X,X,X,,,X,X,C,,,F,X,D,,D,X
S0329/0585,M,15,III,,X,,,F,E,S,,,S,X,X,,,S,D,X,,X,X
S0329/0586,M,15,III,,X,,,F,S,D,,,X,X,X,,,F,X,X,,X,E
S0329/0587,M,8,I,,X,,,S,X,X,,,X,B,X,,,S,C,C,,X,X
S0329/0588,M,13,III,,X,,,F,X,X,,,X,C,X,,,F,E,E,,X,X
S0329/0589,M,18,IV,,X,,,F,S,S,,,X,X,X,,,S,X,X,,X,S
S0329/0590,F,15,III,,X,,,X,X,X,,,X,X,E,,,F,X,E,,E,X
S0329/0591,F,14,III,,X,,,E,E,E,,,X,X,X,,,S,D,X,,X,X
S0329/0592,M,14,III,,X,,,S,E,E,,,X,X,X,,,S,D,X,,X,X
S0329/0593,M,14,III,,X,,,F,E,E,,,X,X,X,,,F,D,X,,X,X
S0329/0594,M,17,III,,X,,,F,E,F,,,X,X,X,,,S,E,X,,X,X
S0329/0595,F,11,II,,X,,,X,X,X,,,X,X,D,,,S,X,D,,C,X
S0329/0596,M,17,III,,X,,,S,S,E,,,X,X,X,,,F,X,X,,X,S
S0329/0597,F,16,III,,F,,,X,X,X,,,X,D,X,,,F,E,X,,X,X
S0329/0598,F,20,0,,F,,,X,X,S,,,X,X,X,,,F,X,X,,X,F
S0330/0501,F,11,II,,E,,,X,,X,,,,C,X,,,S,C,X,,,X
S0330/0502,F,15,III,,F,,,X,,X,,,,C,X,,,E,E,X,,,X
S0330/0503,F,17,III,,F,,,X,,X,,,,E,X,,,F,E,X,,,X
S0330/0504,F,14,III,,E,,,X,,X,,,,E,X,,,F,D,X,,,X
S0330/0505,F,11,II,,E,,,X,,X,,,,B,X,,,E,D,X,,,X
S0330/0506,F,15,III,,F,,,X,,X,,,,D,X,,,F,D,X,,,X
S0330/0507,F,12,II,,E,,,X,,X,,,,C,X,,,S,D,X,,,X
S0330/0508,F,15,III,,F,,,X,,X,,,,D,X,,,S,D,X,,,X
S0330/0509,F,15,III,,F,,,X,,X,,,,D,X,,,S,D,X,,,X
S0330/0510,F,12,II,,S,,,X,,X,,,,C,X,,,E,C,X,,,X
S0330/0511,F,16,III,,F,,,X,,X,,,,D,X,,,E,E,X,,,X
S0330/0512,F,14,III,,F,,,X,,X,,,,C,X,,,F,D,X,,,X
S0330/0513,F,12,II,,E,,,X,,X,,,,C,X,,,E,D,X,,,X
S0330/0514,F,13,III,,F,,,X,,X,,,,C,X,,,S,C,X,,,X
S0330/0515,M,15,III,,E,,,X,,X,,,,E,X,,,F,E,X,,,X
S0330/0516,M,13,III,,E,,,X,,X,,,,D,X,,,S,D,X,,,X
S0330/0517,M,12,II,,E,,,X,,X,,,,C,X,,,E,D,X,,,X
S0330/0518,M,15,III,,F,,,X,,X,,,,D,X,,,E,D,X,,,X
S0330/0519,M,15,III,,F,,,X,,X,,,,D,X,,,F,D,X,,,X
S0330/0520,M,11,II,,C,,,X,,X,,,,D,X,,,S,D,X,,,X
S0330/0521,M,14,III,,S,,,X,,X,,,,D,X,,,F,D,X,,,X
S0330/0522,M,13,III,,D,,,X,,X,,,,D,X,,,F,E,X,,,X
S0330/0523,M,16,III,,F,,,X,,X,,,,E,X,,,F,D,X,,,X
S0330/0524,M,16,III,,S,,,X,,X,,,,E,X,,,F,E,X,,,X
S0330/0525,M,19,IV,,F,,,X,,X,,,,S,X,,,F,S,X,,,X
S0330/0526,M,13,III,,E,,,X,,X,,,,D,X,,,S,D,X,,,X
S0330/0527,M,10,II,,E,,,X,,X,,,,B,X,,,E,C,X,,,X
S0330/0528,M,16,III,,F,,,X,,X,,,,D,X,,,S,E,X,,,X
S0330/0529,M,14,III,,F,,,X,,X,,,,C,X,,,S,D,X,,,X
S0330/0530,M,14,III,,S,,,X,,X,,,,D,X,,,E,D,X,,,X
S0330/0531,M,12,II,,D,,,X,,X,,,,D,X,,,F,D,X,,,X
S0330/0532,M,19,IV,,F,,,X,,X,,,,E,X,,,F,F,X,,,X
S0330/0533,M,12,II,,C,,,X,,X,,,,D,X,,,F,E,X,,,X
S0330/0534,M,15,III,,S,,,X,,X,,,,D,X,,,F,E,X,,,X
S0330/0535,M,16,III,,F,,,X,,X,,,,D,X,,,F,E,X,,,X
S0330/0536,M,11,II,,D,,,X,,X,,,,C,X,,,E,D,X,,,X
S0330/0537,M,21,0,,F,,,X,,X,,,,F,X,,,F,F,X,,,X
S0330/0538,M,21,0,,F,,,X,,X,,,,F,X,,,F,F,X,,,X
S0330/0539,F,8,I,,X,,,E,,X,,,,B,X,,,E,C,C,,,X
S0330/0540,F,12,II,,X,,,F,,X,,,,D,X,,,E,D,D,,,X
S0330/0541,F,9,I,,X,,,E,,X,,,,C,X,,,E,C,C,,,X
S0330/0542,F,11,II,,X,,,F,,X,,,,C,X,,,F,D,D,,,X
S0330/0543,F,11,II,,X,,,F,,X,,,,C,X,,,E,D,D,,,X
S0330/0544,F,11,II,,X,,,F,,X,,,,C,X,,,S,D,D,,,X
S0330/0545,F,12,II,,X,,,F,,X,,,,D,X,,,S,D,D,,,X
S0330/0546,F,11,II,,X,,,F,,X,,,,C,X,,,F,D,D,,,X
S0330/0547,F,9,I,,X,,,E,,X,,,,B,X,,,E,D,C,,,X
S0330/0548,F,13,III,,X,,,S,,X,,,,E,X,,,E,D,D,,,X
S0330/0549,F,9,I,,X,,,D,,X,,,,C,X,,,E,C,C,,,X
S0330/0550,M,13,III,,X,,,F,,X,,,,D,X,,,D,E,D,,,X
S0330/0551,M,13,III,,X,,,F,,X,,,,D,X,,,F,E,D,,,X
S0330/0552,M,11,II,,X,,,F,,X,,,,C,X,,,E,D,D,,,X
S0330/0553,M,13,III,,X,,,F,,X,,,,D,X,,,F,E,D,,,X
S0330/0554,M,11,II,,X,,,D,,X,,,,D,X,,,S,D,C,,,X
S0330/0555,M,17,III,,X,,,F,,X,,,,S,X,,,F,S,E,,,X
S0330/0556,M,14,III,,X,,,F,,X,,,,E,X,,,S,E,D,,,X
S0330/0557,M,12,II,,X,,,F,,X,,,,D,X,,,F,D,D,,,X
S0330/0558,M,9,I,,X,,,E,,X,,,,B,X,,,E,D,C,,,X
S0330/0559,M,10,II,,X,,,F,,X,,,,C,X,,,E,D,C,,,X
S0330/0560,M,12,II,,X,,,F,,X,,,,C,X,,,S,E,D,,,X
S0330/0561,M,12,II,,X,,,F,,X,,,,C,X,,,S,E,D,,,X
S0330/0562,M,12,II,,X,,,F,,X,,,,D,X,,,S,D,D,,,X
S0330/0563,M,13,III,,X,,,S,,X,,,,E,X,,,S,D,D,,,X
S0330/0564,M,13,III,,X,,,F,,X,,,,E,X,,,S,D,D,,,X
S0330/0565,M,11,II,,X,,,F,,X,,,,C,X,,,E,D,D,,,X
S0330/0566,M,13,III,,X,,,F,,X,,,,E,X,,,S,D,D,,,X
S0330/0567,F,11,II,,X,,,X,,X,,,,X,C,,,E,D,D,,,X
S0330/0568,F,11,II,,X,,,X,,X,,,,X,C,,,E,D,D,,,X
S0330/0569,F,10,II,,X,,,X,,X,,,,X,C,,,F,D,C,,,X
S0330/0570,F,11,II,,X,,,X,,X,,,,X,C,,,E,D,D,,,X
S0330/0571,F,9,I,,X,,,X,,X,,,,X,B,,,E,D,C,,,X
S0330/0572,F,12,II,,X,,,X,,X,,,,X,C,,,S,E,D,,,X
S0330/0573,F,10,II,,X,,,X,,X,,,,X,B,,,E,D,D,,,X
S0330/0574,F,9,I,,X,,,X,,X,,,,X,B,,,S,D,C,,,X
S0330/0575,F,11,II,,X,,,X,,X,,,,X,C,,,F,D,D,,,X
S0330/0576,F,9,I,,X,,,X,,X,,,,X,B,,,E,D,C,,,X
S0330/0577,F,11,II,,X,,,X,,X,,,,X,C,,,F,D,D,,,X
S0330/0578,F,10,II,,X,,,X,,X,,,,X,B,,,S,D,D,,,X
S0330/0579,F,10,II,,X,,,X,,X,,,,X,C,,,S,D,C,,,X
S0330/0580,F,11,II,,X,,,X,,X,,,,X,C,,,S,D,D,,,X
S0330/0581,F,13,III,,X,,,X,,X,,,,X,D,,,S,D,E,,,X
S0330/0582,F,12,II,,X,,,X,,X,,,,X,C,,,E,E,D,,,X
S0330/0583,F,9,I,,X,,,X,,X,,,,X,B,,,E,D,C,,,X
S0330/0584,F,11,II,,X,,,X,,X,,,,X,C,,,S,D,D,,,X
S0330/0585,F,16,III,,X,,,X,,X,,,,X,D,,,F,E,F,,,X
S0330/0586,F,10,II,,X,,,X,,X,,,,X,C,,,E,D,C,,,X
S0330/0587,F,13,III,,X,,,X,,X,,,,X,D,,,F,E,D,,,X
S0330/0588,M,14,III,,X,,,X,,X,,,,X,D,,,F,E,E,,,X
S0330/0589,M,12,II,,X,,,X,,X,,,,X,D,,,E,D,D,,,X
S0330/0590,M,10,II,,X,,,X,,X,,,,X,C,,,E,D,C,,,X
S0330/0591,M,-,ABS,,X,,,X,,X,,,,X,X,,,X,X,X,,,X
S0330/0592,M,14,III,,X,,,X,,X,,,,X,D,,,S,E,E,,,X
S0330/0593,M,16,III,,X,,,X,,X,,,,X,E,,,S,S,E,,,X
