CNO,SEX,AGGT,DIV,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S0145/0549,M,11,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,D,X
S0145/0550,M,9,I,,X,,,X,X,X,,,,X,D,,,E,X,B,,C,X
S0145/0551,M,10,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,C,X
S0145/0552,M,10,II,,X,,,X,X,X,,,,X,D,,,E,X,C,,C,X
S0145/0553,M,10,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,C,X
S0145/0554,M,9,I,,X,,,X,X,X,,,,X,C,,,F,X,C,,C,X
S0145/0555,M,11,II,,X,,,X,X,X,,,,X,E,,,E,X,C,,C,X
S0145/0556,M,12,II,,X,,,X,X,X,,,,X,E,,,F,X,C,,D,X
S0145/0557,M,12,II,,X,,,X,X,X,,,,X,E,,,F,X,C,,D,X
S0145/0558,M,9,I,,X,,,X,X,X,,,,X,C,,,S,X,C,,C,X
S0145/0559,M,10,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,C,X
S0145/0560,M,8,I,,X,,,X,X,X,,,,X,C,,,S,X,B,,C,X
S0145/0561,M,12,II,,X,,,X,X,X,,,,X,E,,,S,X,C,,D,X
S0145/0562,M,12,II,,X,,,X,X,X,,,,X,E,,,F,X,C,,D,X
S0145/0563,M,10,II,,X,,,X,X,X,,,,X,D,,,E,X,C,,C,X
S0145/0564,M,11,II,,X,,,X,X,X,,,,X,E,,,S,X,C,,C,X
S0145/0565,M,13,III,,X,,,X,X,X,,,,X,S,,,S,X,C,,D,X
S0145/0566,M,11,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,D,X
S0145/0567,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
S0145/0568,M,9,I,,X,,,X,X,X,,,,X,C,,,E,X,C,,C,X
S0145/0569,M,11,II,,X,,,X,X,X,,,,X,E,,,F,X,C,,C,X
S0145/0570,M,10,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,C,X
S0145/0571,M,11,II,,X,,,X,X,X,,,,X,E,,,S,X,C,,C,X
S0145/0572,M,9,I,,X,,,X,X,X,,,,X,C,,,E,X,C,,C,X
S0145/0573,M,9,I,,X,,,X,X,X,,,,X,C,,,E,X,C,,C,X
S0145/0574,M,9,I,,X,,,X,X,X,,,,X,D,,,E,X,B,,C,X
S0145/0575,M,8,I,,X,,,X,X,X,,,,X,C,,,S,X,C,,B,X
S0145/0576,M,10,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,C,X
S0145/0577,M,10,II,,X,,,X,X,X,,,,X,D,,,F,X,C,,C,X
S0145/0578,M,11,II,,X,,,X,X,X,,,,X,E,,,F,X,C,,C,X
S0145/0579,M,13,III,,D,,,X,X,X,,,,X,X,,,F,E,X,,X,D
S0145/0580,M,16,III,,S,,,X,X,X,,,,X,X,,,F,E,X,,X,E
S0145/0581,M,18,IV,,D,,,X,X,X,,,,X,X,,,F,F,X,,X,F
S0145/0582,M,14,III,,D,,,X,X,X,,,,X,X,,,S,E,X,,X,E
S0145/0583,M,11,II,,B,,,X,X,X,,,,X,X,,,S,E,X,,X,D
S0145/0584,M,16,III,,E,,,X,X,X,,,,X,X,,,F,S,X,,X,E
S0145/0585,M,13,III,,D,,,X,X,X,,,,X,X,,,F,E,X,,X,D
S0145/0586,M,17,III,,S,,,X,X,X,,,,X,X,,,F,S,X,,X,E
S0145/0587,M,17,III,,S,,,X,X,X,,,,X,X,,,F,E,X,,X,S
S0145/0588,M,17,III,,S,,,X,X,X,,,,X,X,,,F,D,X,,X,F
S0145/0589,M,14,III,,E,,,X,X,X,,,,X,X,,,S,D,X,,X,E
S0145/0590,M,15,III,,E,,,X,X,X,,,,X,X,,,F,E,X,,X,E
S0145/0591,M,13,III,,D,,,X,X,X,,,,X,X,,,F,E,X,,X,D
S0145/0592,M,19,IV,,F,,,X,X,X,,,,X,X,,,F,E,X,,X,F
S0145/0593,M,20,0,,F,,,X,X,X,,,,X,X,,,F,S,X,,X,F
S0145/0594,M,12,II,,D,,,X,X,X,,,,X,X,,,E,D,X,,X,D
S0145/0595,M,14,III,,E,,,X,X,X,,,,X,X,,,S,D,X,,X,E
S0145/0596,M,15,III,,E,,,X,X,X,,,,X,X,,,F,E,X,,X,E
S0145/0597,M,18,IV,,F,,,X,X,X,,,,X,X,,,F,D,X,,X,F
S0145/0598,M,17,III,,S,,,X,X,X,,,,X,X,,,F,S,X,,X,E
S0145/0599,M,14,III,,E,,,X,X,X,,,,X,X,,,F,D,X,,X,E
S0145/0600,M,14,III,,E,,,X,X,X,,,,X,X,,,F,E,X,,X,D
S0145/0601,M,19,IV,,F,,,X,X,X,,,,X,X,,,F,E,X,,X,F
S0145/0602,M,15,III,,E,,,X,X,X,,,,X,X,,,F,D,X,,X,S
S0145/0603,M,13,III,,D,,,X,X,X,,,,X,X,,,E,D,X,,X,E
S0145/0604,M,17,III,,S,,,X,X,X,,,,X,X,,,S,E,X,,X,S
S0145/0605,M,16,III,,E,,,X,X,X,,,,X,X,,,S,E,X,,X,S
S0145/0606,M,18,IV,,S,,,X,X,X,,,,X,X,,,F,S,X,,X,S
S0145/0607,M,13,III,,E,,,X,X,X,,,,X,X,,,E,D,X,,X,D
S0145/0608,M,19,IV,,F,,,X,X,X,,,,X,X,,,F,E,X,,X,F
S0145/0609,M,17,III,,F,,,X,X,X,,,,X,X,,,F,E,X,,X,E
S0145/0610,M,14,III,,D,,,X,X,X,,,,X,X,,,F,E,X,,X,E
S0145/0611,M,11,II,,D,,,X,X,X,,,,X,X,,,E,C,X,,X,D
S0145/0612,M,11,II,,D,,,X,X,X,,,,X,X,,,F,D,X,,X,C
S0145/0613,M,13,III,,D,,,X,X,X,,,,X,X,,,F,E,X,,X,D
S0145/0614,M,15,III,,E,,,X,X,X,,,,X,X,,,S,E,X,,X,E
S0145/0615,M,21,0,,F,,,X,X,X,,,,X,X,,,F,F,X,,X,F
S0145/0616,M,12,II,,D,,,X,X,X,,,,X,X,,,E,D,X,,X,D
S0145/0617,M,18,IV,,F,,,X,X,X,,,,X,X,,,F,D,X,,X,F
S0145/0618,M,19,IV,,F,,,X,X,X,,,,X,X,,,F,E,X,,X,F
S0145/0619,M,17,III,,S,,,X,X,X,,,,X,X,,,S,D,X,,X,F
S0145/0620,M,19,IV,,F,,,X,X,X,,,,X,X,,,F,E,X,,X,F
S0145/0621,M,19,IV,,S,,,X,X,X,,,,X,X,,,F,S,X,,X,F
S0145/0622,M,17,III,,E,,,X,X,X,,,,X,X,,,F,E,X,,X,F
S0145/0623,M,18,IV,,F,,,X,X,X,,,,X,X,,,F,D,X,,X,F
S0145/0624,M,14,III,,E,,,X,X,X,,,,X,X,,,S,D,X,,X,E
S0145/0625,M,11,II,,C,,,X,X,X,,,,X,X,,,F,E,X,,X,C
S0145/0626,M,13,III,,D,,,X,X,X,,,,X,X,,,F,D,X,,X,E
S0145/0627,M,13,III,,D,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0628,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0629,M,18,IV,,F,,,X,X,S,,,,X,X,,,F,X,X,,X,E
S0145/0630,M,15,III,,E,,,X,X,E,,,,X,X,,,S,X,X,,X,E
S0145/0631,M,19,IV,,F,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0632,M,14,III,,D,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0633,M,19,IV,,F,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0634,M,12,II,,D,,,X,X,D,,,,X,X,,,S,X,X,,X,D
S0145/0635,M,12,II,,D,,,X,X,D,,,,X,X,,,F,X,X,,X,D
S0145/0636,M,11,II,,D,,,X,X,C,,,,X,X,,,E,X,X,,X,D
S0145/0637,M,16,III,,E,,,X,X,S,,,,X,X,,,S,X,X,,X,E
S0145/0638,M,*E,*E,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
S0145/0639,M,15,III,,S,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0640,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0641,M,14,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,D
S0145/0642,M,14,III,,E,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0643,M,12,II,,D,,,X,X,D,,,,X,X,,,S,X,X,,X,D
S0145/0644,M,16,III,,E,,,X,X,S,,,,X,X,,,F,X,X,,X,E
S0145/0645,M,17,III,,S,,,X,X,E,,,,X,X,,,F,X,X,,X,S
S0145/0646,M,12,II,,D,,,X,X,D,,,,X,X,,,F,X,X,,X,D
S0145/0647,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0648,M,12,II,,D,,,X,X,D,,,,X,X,,,S,X,X,,X,D
S0145/0649,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0650,M,14,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,D
S0145/0651,M,15,III,,S,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0652,M,19,IV,,F,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0653,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0654,M,12,II,,C,,,X,X,E,,,,X,X,,,F,X,X,,X,D
S0145/0655,M,21,0,,F,,,X,X,F,,,,X,X,,,F,X,X,,X,F
S0145/0656,M,18,IV,,E,,,X,X,F,,,,X,X,,,F,X,X,,X,S
S0145/0657,M,17,III,,S,,,X,X,E,,,,X,X,,,F,X,X,,X,S
S0145/0658,M,19,IV,,F,,,X,X,E,,,,X,X,,,F,X,X,,X,F
S0145/0659,M,17,III,,F,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0660,M,21,0,,F,,,X,X,F,,,,X,X,,,F,X,X,,X,F
S0145/0661,M,12,II,,D,,,X,X,D,,,,X,X,,,F,X,X,,X,D
S0145/0662,M,14,III,,E,,,X,X,D,,,,X,X,,,S,X,X,,X,E
S0145/0663,M,10,II,,C,,,X,X,C,,,,X,X,,,S,X,X,,X,D
S0145/0664,M,20,0,,S,,,X,X,F,,,,X,X,,,F,X,X,,X,F
S0145/0665,M,14,III,,E,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0666,M,13,III,,D,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0667,M,16,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,S
S0145/0668,M,17,III,,E,,,X,X,E,,,,X,X,,,S,X,X,,X,F
S0145/0669,M,10,II,,C,,,X,X,C,,,,X,X,,,E,X,X,,X,D
S0145/0670,M,15,III,,E,,,X,X,E,,,,X,X,,,S,X,X,,X,E
S0145/0671,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0672,M,13,III,,E,,,X,X,D,,,,X,X,,,F,X,X,,X,D
S0145/0673,M,21,0,,F,,,X,X,F,,,,X,X,,,F,X,X,,X,F
S0145/0674,M,21,0,,F,,,X,X,F,,,,X,X,,,F,X,X,,X,F
S0145/0675,M,15,III,,E,,,X,X,D,,,,X,X,,,S,X,X,,X,S
S0145/0676,M,17,III,,E,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0677,M,20,0,,S,,,X,X,F,,,,X,X,,,F,X,X,,X,F
S0145/0678,M,13,III,,D,,,X,X,E,,,,X,X,,,F,X,X,,X,D
S0145/0679,M,11,II,,D,,,X,X,B,,,,X,X,,,S,X,X,,X,E
S0145/0680,M,13,III,,E,,,X,X,D,,,,X,X,,,F,X,X,,X,D
S0145/0681,M,13,III,,E,,,X,X,D,,,,X,X,,,F,X,X,,X,D
S0145/0682,M,17,III,,E,,,X,X,F,,,,X,X,,,F,X,X,,X,E
S0145/0683,M,14,III,,E,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0684,M,19,IV,,F,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0685,M,17,III,,E,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0686,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0687,M,19,IV,,E,,,X,X,F,,,,X,X,,,F,X,X,,X,F
S0145/0688,M,16,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,S
S0145/0689,M,14,III,,D,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0690,M,13,III,,D,,,X,X,E,,,,X,X,,,F,X,X,,X,D
S0145/0691,M,8,I,,B,,,X,X,C,,,,X,X,,,S,X,X,,X,C
S0145/0692,M,16,III,,D,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0693,M,14,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,D
S0145/0694,M,13,III,,D,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0695,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0696,M,19,IV,,F,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0697,M,19,IV,,F,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0698,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0699,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0700,M,16,III,,E,,,X,X,S,,,,X,X,,,F,X,X,,X,E
S0145/0701,M,15,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,E
S0145/0702,M,18,IV,,S,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0703,M,7,I,,B,,,X,X,B,,,,X,X,,,S,X,X,,X,C
S0145/0704,M,16,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,S
S0145/0705,M,10,II,,D,,,X,X,C,,,,X,X,,,S,X,X,,X,C
S0145/0706,M,17,III,,E,,,X,X,E,,,,X,X,,,F,X,X,,X,F
S0145/0707,M,12,II,,D,,,X,X,D,,,,X,X,,,F,X,X,,X,D
S0145/0708,M,13,III,,D,,,X,X,E,,,,X,X,,,F,X,X,,X,D
S0145/0709,M,12,II,,D,,,X,X,D,,,,X,X,,,S,X,X,,X,D
S0145/0710,M,15,III,,S,,,X,X,D,,,,X,X,,,F,X,X,,X,E
S0145/0711,M,15,III,,E,,,X,X,E,,,,X,X,,,S,X,X,,X,E
S0145/0712,M,14,III,,E,,,X,X,D,,,,X,X,,,S,X,X,,X,E
S0145/0713,M,14,III,,E,,,X,X,D,,,,X,X,,,S,X,X,,X,E
S0145/0714,M,16,III,,D,,,X,X,S,,,,X,X,,,F,X,X,,X,S
S0145/0715,M,10,II,,C,,,X,X,C,,,,X,X,,,E,X,X,,X,D
S0145/0716,M,12,II,,D,,,X,X,D,,,,X,X,,,S,X,X,,X,D
S0145/0717,M,14,III,,D,,,X,X,S,,,,X,X,,,F,X,X,,X,D
S0145/0718,M,15,III,,X,,,F,E,E,,,,X,X,,,F,E,X,,X,X
S0145/0719,M,12,II,,X,,,S,D,D,,,,X,X,,,S,D,X,,X,X
S0145/0720,M,14,III,,X,,,F,D,E,,,,X,X,,,S,E,X,,X,X
S0145/0721,M,17,III,,X,,,F,E,F,,,,X,X,,,S,E,X,,X,X
S0145/0722,M,15,III,,X,,,F,E,E,,,,X,X,,,F,E,X,,X,X
S0145/0723,M,16,III,,X,,,S,E,F,,,,X,X,,,S,D,X,,X,X
S0145/0724,M,15,III,,X,,,F,E,S,,,,X,X,,,F,D,X,,X,X
S0145/0725,M,17,III,,X,,,F,E,F,,,,X,X,,,F,E,X,,X,X
S0145/0726,M,13,III,,X,,,F,D,E,,,,X,X,,,S,D,X,,X,X
S0145/0727,M,17,III,,X,,,F,E,F,,,,X,X,,,F,E,X,,X,X
S0145/0728,M,13,III,,X,,,F,D,E,,,,X,X,,,S,D,X,,X,X
S0145/0729,M,16,III,,X,,,F,S,E,,,,X,X,,,S,E,X,,X,X
S0145/0730,M,14,III,,X,,,S,E,E,,,,X,X,,,S,D,X,,X,X
S0145/0731,M,15,III,,X,,,F,E,S,,,,X,X,,,E,D,X,,X,X
S0145/0732,M,11,II,,X,,,E,D,C,,,,X,X,,,S,D,X,,X,X
S0145/0733,M,17,III,,X,,,F,E,F,,,,X,X,,,F,E,X,,X,X
S0145/0734,M,16,III,,X,,,F,E,E,,,,X,X,,,F,S,X,,X,X
S0145/0735,M,12,II,,X,,,E,D,D,,,,X,X,,,S,D,X,,X,X
S0145/0736,M,11,II,,X,,,S,C,D,,,,X,X,,,E,D,X,,X,X
S0145/0737,M,13,III,,X,,,F,E,D,,,,X,X,,,S,D,X,,X,X
S0145/0738,M,15,III,,X,,,E,E,E,,,,X,X,,,F,E,X,,X,X
S0145/0739,M,14,III,,X,,,F,D,E,,,,X,X,,,F,E,X,,X,X
S0145/0740,M,15,III,,X,,,S,E,S,,,,X,X,,,S,D,X,,X,X
S0145/0741,M,15,III,,X,,,E,S,D,,,,X,X,,,F,E,X,,X,X
S0145/0742,M,16,III,,X,,,S,E,S,,,,X,X,,,F,E,X,,X,X
S0145/0743,M,11,II,,X,,,S,D,C,,,,X,X,,,F,D,X,,X,X
S0145/0744,M,12,II,,X,,,F,D,D,,,,X,X,,,E,D,X,,X,X
S0145/0745,M,14,III,,X,,,F,E,E,,,,X,X,,,S,D,X,,X,X
S0145/0746,M,13,III,,X,,,S,D,E,,,,X,X,,,F,D,X,,X,X
S0145/0747,M,17,III,,X,,,F,E,F,,,,X,X,,,F,E,X,,X,X
S0145/0748,M,13,III,,X,,,F,E,D,,,,X,X,,,S,D,X,,X,X
S0145/0749,M,12,II,,X,,,E,D,D,,,,X,X,,,E,D,X,,X,X
S0145/0750,M,11,II,,X,,,D,D,C,,,,X,X,,,E,D,X,,X,X
S0145/0751,M,14,III,,X,,,F,E,E,,,,X,X,,,F,D,X,,X,X
S0145/0752,M,12,II,,X,,,E,E,C,,,,X,X,,,E,D,X,,X,X
S0145/0753,M,15,III,,X,,,S,E,E,,,,X,X,,,F,E,X,,X,X
S0145/0754,M,14,III,,X,,,F,E,E,,,,X,X,,,F,D,X,,X,X
S0145/0755,M,17,III,,X,,,F,E,F,,,,X,X,,,F,E,X,,X,X
S0145/0756,M,12,II,,X,,,E,D,D,,,,X,X,,,E,D,X,,X,X
S0145/0757,M,15,III,,X,,,F,E,S,,,,X,X,,,S,D,X,,X,X
S0145/0758,M,13,III,,X,,,S,D,D,,,,X,X,,,F,E,X,,X,X
S0145/0759,M,14,III,,X,,,S,E,D,,,,X,X,,,F,E,X,,X,X
S0145/0760,M,13,III,,X,,,F,D,E,,,,X,X,,,S,D,X,,X,X
S0145/0761,M,12,II,,X,,,E,E,C,,,,X,X,,,S,D,X,,X,X
S0145/0762,M,17,III,,X,,,F,E,F,,,,X,X,,,F,E,X,,X,X
S0145/0763,M,13,III,,X,,,F,E,D,,,,X,X,,,S,D,X,,X,X
S0145/0764,M,16,III,,X,,,F,E,S,,,,X,X,,,F,E,X,,X,X
S0145/0765,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
S0145/0766,M,15,III,,X,,,E,E,E,,,,X,X,,,F,E,X,,X,X
S0145/0767,M,14,III,,X,,,E,E,D,,,,X,X,,,S,E,X,,X,X
S0145/0768,M,13,III,,X,,,F,D,D,,,,X,X,,,F,E,X,,X,X
S0145/0769,M,13,III,,X,,,F,D,E,,,,X,X,,,S,D,X,,X,X
S0145/0770,M,15,III,,X,,,F,E,E,,,,X,X,,,S,E,X,,X,X
S0145/0771,M,13,III,,X,,,F,D,D,,,,X,X,,,S,E,X,,X,X
S0145/0772,M,14,III,,X,,,E,D,E,,,,X,X,,,F,E,X,,X,X
S0145/0773,M,11,II,,X,,,E,D,C,,,,X,X,,,E,D,X,,X,X
S0145/0774,M,16,III,,X,,,F,E,F,,,,X,X,,,S,D,X,,X,X
S0145/0775,M,14,III,,X,,,F,E,E,,,,X,X,,,S,D,X,,X,X
S0145/0776,M,15,III,,X,,,S,D,F,,,,X,X,,,F,D,X,,X,X
S0145/0777,M,13,III,,X,,,F,D,E,,,,X,X,,,S,D,X,,X,X
S0145/0778,M,19,IV,,X,,,F,F,F,,,,X,X,,,F,E,X,,X,X
S0145/0779,M,14,III,,X,,,E,E,E,,,,X,X,,,S,D,X,,X,X
S0145/0780,M,14,III,,X,,,S,D,E,,,,X,X,,,F,E,X,,X,X
S0145/0781,M,12,II,,X,,,F,D,D,,,,X,X,,,F,D,X,,X,X
S0145/0782,M,15,III,,X,,,F,E,S,,,,X,X,,,F,D,X,,X,X
S0145/0783,M,13,III,,X,,,F,D,E,,,,X,X,,,F,D,X,,X,X
S0145/0784,M,13,III,,X,,,F,E,D,,,,X,X,,,E,D,X,,X,X
S0145/0785,M,14,III,,X,,,F,E,E,,,,X,X,,,F,D,X,,X,X
S0145/0786,M,15,III,,X,,,S,E,E,,,,X,X,,,F,E,X,,X,X
S0145/0787,M,12,II,,X,,,F,D,D,,,,X,X,,,S,D,X,,X,X
S0145/0788,M,14,III,,X,,,E,E,D,,,,X,X,,,S,E,X,,X,X
S0145/0789,M,13,III,,X,,,S,D,E,,,,X,X,,,S,D,X,,X,X
S0145/0790,M,15,III,,X,,,F,E,E,,,,X,X,,,S,E,X,,X,X
S0145/0791,M,11,II,,X,,,D,D,C,,,,X,X,,,S,D,X,,X,X
S0145/0792,M,18,IV,,X,,,F,S,F,,,,X,X,,,F,E,X,,X,X
S0145/0793,M,13,III,,X,,,S,E,D,,,,X,X,,,S,D,X,,X,X
S0145/0794,M,14,III,,X,,,E,E,D,,,,X,X,,,S,E,X,,X,X
S0145/0795,M,14,III,,X,,,E,D,S,,,,X,X,,,E,D,X,,X,X
S0145/0796,M,11,II,,X,,,S,D,D,,,,X,X,,,E,C,X,,X,X
S0145/0797,M,13,III,,X,,,F,D,S,,,,X,X,,,E,C,X,,X,X
S0145/0798,M,10,II,,X,,,D,C,C,,,,X,X,,,E,D,X,,X,X
S0145/0799,M,11,II,,X,,,S,D,C,,,,X,X,,,S,D,X,,X,X
S0145/0800,M,13,III,,X,,,F,D,E,,,,X,X,,,S,D,X,,X,X
S0145/0801,M,10,II,,X,,,E,C,C,,,,X,X,,,F,D,X,,X,X
S0145/0802,M,14,III,,X,,,F,E,D,,,,X,X,,,S,E,X,,X,X
S0145/0803,M,8,I,,X,,,D,C,B,,,,X,X,,,S,C,X,,X,X
S0145/0804,M,11,II,,X,,,E,D,C,,,,X,X,,,S,D,X,,X,X
S0145/0805,M,11,II,,X,,,F,D,C,,,,X,X,,,E,D,X,,X,X
S0145/0806,M,17,III,,X,,,F,S,S,,,,X,X,,,F,E,X,,X,X
S0145/0807,M,12,II,,X,,,S,D,D,,,,X,X,,,S,D,X,,X,X
S0145/0808,M,14,III,,X,,,F,E,D,,,,X,X,,,F,E,X,,X,X
S0145/0809,M,12,II,,X,,,E,D,C,,,,X,X,,,S,E,X,,X,X
S0145/0810,M,14,III,,X,,,F,E,E,,,,X,X,,,S,D,X,,X,X
S0145/0811,M,15,III,,X,,,E,E,E,,,,X,X,,,F,E,X,,X,X
S0145/0812,M,14,III,,X,,,F,E,E,,,,X,X,,,S,D,X,,X,X
S0145/0813,M,14,III,,X,,,S,E,E,,,,X,X,,,S,D,X,,X,X
S0145/0814,M,16,III,,X,,,F,E,S,,,,X,X,,,F,E,X,,X,X
S0145/0815,M,15,III,,X,,,S,E,E,,,,X,X,,,S,E,X,,X,X
S0145/0816,M,12,II,,X,,,E,D,D,,,,X,X,,,S,D,X,,X,X
S0145/0817,M,12,II,,X,,,E,D,D,,,,X,X,,,E,D,X,,X,X
S0145/0818,M,11,II,,X,,,E,D,C,,,,X,X,,,S,D,X,,X,X
S0145/0819,M,16,III,,X,,,F,E,F,,,,X,X,,,F,D,X,,X,X
S0145/0820,M,12,II,,X,,,S,D,D,,,,X,X,,,F,D,X,,X,X
S0145/0821,M,8,I,,X,,,S,C,B,,,,X,X,,,E,C,X,,X,X
S0145/0822,M,11,II,,X,,,E,D,C,,,,X,X,,,S,D,X,,X,X
S0145/0823,M,11,II,,X,,,S,D,C,,,,X,X,,,S,D,X,,X,X
S0145/0824,M,13,III,,X,,,S,E,D,,,,X,X,,,S,D,X,,X,X
S0145/0825,M,12,II,,X,,,F,D,D,,,,X,X,,,F,D,X,,X,X
S0145/0826,M,12,II,,X,,,E,D,C,,,,X,X,,,F,E,X,,X,X
S0145/0827,M,16,III,,X,,,F,E,F,,,,X,X,,,S,D,X,,X,X
S0145/0828,M,11,II,,X,,,E,C,C,,,,X,X,,,F,E,X,,X,X
S0145/0829,M,15,III,,X,,,F,D,S,,,,X,X,,,S,E,X,,X,X
S0145/0830,M,13,III,,X,,,S,E,C,,,,X,X,,,S,E,X,,X,X
S0145/0831,M,16,III,,X,,,F,E,S,,,,X,X,,,S,E,X,,X,X
S0145/0832,M,16,III,,X,,,F,E,S,,,,X,X,,,S,E,X,,X,X
S0145/0833,M,9,I,,X,,,E,C,C,,,,X,X,,,S,C,X,,X,X
S0145/0834,M,14,III,,X,,,F,E,E,,,,X,X,,,E,D,X,,X,X
S0146/0501,M,9,I,,C,,,,,C,,,D,,X,,,E,X,X,,,C
S0146/0502,M,12,II,,D,,,,,D,,,E,,X,,,E,X,X,,,D
S0146/0503,M,10,II,,D,,,,,C,,,E,,X,,,F,X,X,,,C
S0146/0504,M,7,I,,B,,,,,C,,,E,,X,,,S,X,X,,,B
S0146/0505,M,8,I,,C,,,,,C,,,C,,X,,,E,X,X,,,B
S0146/0506,M,10,II,,C,,,,,C,,,C,,X,,,S,X,X,,,D
S0146/0507,M,12,II,,E,,,,,C,,,E,,X,,,E,X,X,,,D
S0146/0508,M,11,II,,C,,,,,D,,,E,,X,,,F,X,X,,,D
S0146/0509,M,15,III,,E,,,,,E,,,D,,X,,,S,X,X,,,E
S0146/0510,M,9,I,,C,,,,,C,,,C,,X,,,S,X,X,,,C
S0146/0511,M,11,II,,X,,,,,X,,,D,,D,,,E,D,C,,,X
S0146/0512,M,12,II,,X,,,,,X,,,E,,E,,,F,D,C,,,X
S0146/0513,M,10,II,,X,,,,,X,,,D,,D,,,E,D,B,,,X
S0146/0514,M,13,III,,X,,,,,X,,,D,,E,,,E,D,D,,,X
S0146/0515,M,13,III,,X,,,,,X,,,E,,E,,,S,E,C,,,X
S0146/0516,M,9,I,,X,,,,,X,,,D,,C,,,E,C,C,,,X
S0147/0501,M,13,III,,E,,,X,X,X,,,,D,,,,E,D,,,,X
S0147/0502,M,16,III,,F,,,X,X,X,,,,D,,,,S,E,,,,X
S0147/0503,M,13,III,,S,,,X,X,X,,,,D,,,,S,C,,,,X
S0147/0504,M,15,III,,F,,,X,X,X,,,,D,,,,E,D,,,,X
S0147/0505,M,17,III,,F,,,X,X,X,,,,E,,,,S,E,,,,X
S0147/0506,M,13,III,,S,,,X,X,X,,,,C,,,,S,D,,,,X
S0147/0507,M,9,I,,C,,,X,X,X,,,,C,,,,E,C,,,,X
S0147/0508,M,9,I,,C,,,X,X,X,,,,C,,,,E,C,,,,X
S0147/0509,M,12,II,,S,,,X,X,X,,,,C,,,,E,C,,,,X
S0147/0510,M,16,III,,S,,,X,X,X,,,,E,,,,F,E,,,,X
S0147/0511,M,15,III,,F,,,X,X,X,,,,D,,,,S,D,,,,X
S0147/0512,M,11,II,,E,,,X,X,X,,,,C,,,,E,C,,,,X
S0147/0513,M,9,I,,C,,,X,X,X,,,,C,,,,S,C,,,,X
